YEVMİYE DEFTERİ;;;;;
ALANYA ÖZKAN KIRTASİYE MAT.YAY.İNŞ.TİC.LTD.ŞTİ.;;;;;
Dönem :;01/01/2025-31/12/2025;;;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
108;DİĞER HAZIR DEĞERLER;   ;;115,00;
   108.01;KREDİ KARTI SATIŞLARI;FT OZE2025000001621 30/06 KURAL OTELCİLİK TURİZM İNŞAAT TİCARET LTD.ŞTİ;115,00;;
391;HESAPLANAN KDV;   ;;;10,45
   391.010;% 10 HESAPLANAN KDV;FT OZE2025000001621 30/06 KURAL OTELCİLİK TURİZM İNŞAAT TİCARET LTD.ŞTİ;10,45;;
600;YURTİÇİ SATIŞLAR;   ;;;104,55
600.010;% 10 KDV Lİ SATIŞLAR;   ;104,55;;
   600.010.02;KIRTASİYE SATIŞLARI %10 KDVLİ;FT OZE2025000001621 30/06 KURAL OTELCİLİK TURİZM İNŞAAT TİCARET LTD.ŞTİ;104,55;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;115,00;115,00
;;;;;
07386-----07386-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
108;DİĞER HAZIR DEĞERLER;   ;;790,00;
   108.01;KREDİ KARTI SATIŞLARI;FT OZE2025000001622 30/06 CELİL MOBİLYA DEKORASYON İML.İNŞ.EML.TİC.TUR.PAZ.GIDA İTH.VE İHR.LTD.ŞTİ;790,00;;
600;YURTİÇİ SATIŞLAR;   ;;;790,00
600.00;KDV SİZ SATIŞLARI;   ;790,00;;
   600.00.01;KDV SİZ KİTAP SATIŞLARI;FT OZE2025000001622 30/06 CELİL MOBİLYA DEKORASYON İML.İNŞ.EML.TİC.TUR.PAZ.GIDA İTH.VE İHR.LTD.ŞTİ;790,00;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;790,00;790,00
;;;;;
07387-----07387-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
108;DİĞER HAZIR DEĞERLER;   ;;550,99;
   108.01;KREDİ KARTI SATIŞLARI;FT OZE2025000001623 30/06 ACD İNŞAAT TİCARET LTD. ŞTİ.;550,99;;
391;HESAPLANAN KDV;   ;;;91,82
   391.020;% 20 HESAPLANAN KDV;FT OZE2025000001623 30/06 ACD İNŞAAT TİCARET LTD. ŞTİ.;91,82;;
600;YURTİÇİ SATIŞLAR;   ;;;459,17
600.020;%20 KDV Lİ SATIŞLAR;   ;459,17;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;FT OZE2025000001623 30/06 ACD İNŞAAT TİCARET LTD. ŞTİ.;459,17;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;550,99;550,99
;;;;;
07388-----07388-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
320;SATICILAR;   ;;200,00;
   320.414;HALİT KAYA - AKADEMİ KIRTASİYE;FT OZE2025000001624 30/06 KİTAP KIRTASİYE;200,00;;
391;HESAPLANAN KDV;   ;;;33,33
   391.020;% 20 HESAPLANAN KDV;FT OZE2025000001624 30/06 KİTAP KIRTASİYE;33,33;;
600;YURTİÇİ SATIŞLAR;   ;;;166,67
600.020;%20 KDV Lİ SATIŞLAR;   ;166,67;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;FT OZE2025000001624 30/06 KİTAP KIRTASİYE;166,67;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;200,00;200,00
;;;;;
07389-----07389-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
108;DİĞER HAZIR DEĞERLER;   ;;4.780,00;
   108.01;KREDİ KARTI SATIŞLARI;FT OZE2025000001625 30/06 ÇOCUK KULUBÜ;4.780,00;;
600;YURTİÇİ SATIŞLAR;   ;;;4.780,00
600.00;KDV SİZ SATIŞLARI;   ;4.780,00;;
   600.00.01;KDV SİZ KİTAP SATIŞLARI;FT OZE2025000001625 30/06 ÇOCUK KULUBÜ;4.780,00;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;4.780,00;4.780,00
;;;;;
07390-----07390-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
108;DİĞER HAZIR DEĞERLER;   ;;3.350,00;
   108.01;KREDİ KARTI SATIŞLARI;FT OZE2025000001626 30/06 ÇOCUK KULUBÜ;3.350,00;;
600;YURTİÇİ SATIŞLAR;   ;;;3.350,00
600.00;KDV SİZ SATIŞLARI;   ;3.350,00;;
   600.00.01;KDV SİZ KİTAP SATIŞLARI;FT OZE2025000001626 30/06 ÇOCUK KULUBÜ;3.350,00;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;3.350,00;3.350,00
;;;;;
07391-----07391-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
120;ALICILAR;   ;;121.592,25;
   120.157;BMO DAMLATAŞ İNŞAAT ÖZEL EĞİTİM HİZMETLERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ;FT OZE2025000001627 30/06 BMO DAMLATAŞ İNŞ. ÖZEL EĞİTİM HİZMETLERİ SAN. VE TİC. LTD. ŞTİ.;121.592,25;;
600;YURTİÇİ SATIŞLAR;   ;;;121.592,25
600.00;KDV SİZ SATIŞLARI;   ;121.592,25;;
   600.00.01;KDV SİZ KİTAP SATIŞLARI;FT OZE2025000001627 30/06 BMO DAMLATAŞ İNŞ. ÖZEL EĞİTİM HİZMETLERİ SAN. VE TİC. LTD. ŞTİ.;121.592,25;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;121.592,25;121.592,25
;;;;;
07392-----07392-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
120;ALICILAR;   ;;5.633,70;
   120.01;SİPAHİOĞLU OTELC.TUR.TİC.AŞ.;FT OZE2025000001628 30/06 SİPAHİOĞLU OTELCİLİK VE TİCARET ANONİM ŞİRKETİ;5.633,70;;
391;HESAPLANAN KDV;   ;;;866,70
   391.010;% 10 HESAPLANAN KDV;FT OZE2025000001628 30/06 SİPAHİOĞLU OTELCİLİK VE TİCARET ANONİM ŞİRKETİ;86,70;;
   391.020;% 20 HESAPLANAN KDV;FT OZE2025000001628 30/06 SİPAHİOĞLU OTELCİLİK VE TİCARET ANONİM ŞİRKETİ;780,00;;
600;YURTİÇİ SATIŞLAR;   ;;;4.767,00
600.010;% 10 KDV Lİ SATIŞLAR;   ;867,00;;
   600.010.02;KIRTASİYE SATIŞLARI %10 KDVLİ;FT OZE2025000001628 30/06 SİPAHİOĞLU OTELCİLİK VE TİCARET ANONİM ŞİRKETİ;867,00;;
600.020;%20 KDV Lİ SATIŞLAR;   ;3.900,00;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;FT OZE2025000001628 30/06 SİPAHİOĞLU OTELCİLİK VE TİCARET ANONİM ŞİRKETİ;3.900,00;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;5.633,70;5.633,70
;;;;;
07393-----07393-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
120;ALICILAR;   ;;1.150,01;
   120.164;YUSUF BULUT -HASBUL SUGÖZÜ DEPO;FT OZE2025000001629 30/06 YUSUF BULUT;1.150,01;;
391;HESAPLANAN KDV;   ;;;104,55
   391.010;% 10 HESAPLANAN KDV;FT OZE2025000001629 30/06 YUSUF BULUT;104,55;;
600;YURTİÇİ SATIŞLAR;   ;;;1.045,46
600.010;% 10 KDV Lİ SATIŞLAR;   ;1.045,46;;
   600.010.02;KIRTASİYE SATIŞLARI %10 KDVLİ;FT OZE2025000001629 30/06 YUSUF BULUT;1.045,46;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;1.150,01;1.150,01
;;;;;
07394-----07394-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
108;DİĞER HAZIR DEĞERLER;   ;;7.962,73;
   108.01;KREDİ KARTI SATIŞLARI;FT OZE2025000001630 30/06 121 PSİKOLOJİ;7.962,73;;
391;HESAPLANAN KDV;   ;;;1.128,83
   391.010;% 10 HESAPLANAN KDV;FT OZE2025000001630 30/06 121 PSİKOLOJİ;237,90;;
   391.020;% 20 HESAPLANAN KDV;FT OZE2025000001630 30/06 121 PSİKOLOJİ;890,93;;
600;YURTİÇİ SATIŞLAR;   ;;;6.833,90
600.010;% 10 KDV Lİ SATIŞLAR;   ;2.379,13;;
   600.010.02;KIRTASİYE SATIŞLARI %10 KDVLİ;FT OZE2025000001630 30/06 121 PSİKOLOJİ;2.379,13;;
600.020;%20 KDV Lİ SATIŞLAR;   ;4.454,77;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;FT OZE2025000001630 30/06 121 PSİKOLOJİ;4.454,77;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;7.962,73;7.962,73
;;;;;
07395-----07395-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
108;DİĞER HAZIR DEĞERLER;   ;;6.354,19;
   108.01;KREDİ KARTI SATIŞLARI;FT OZE2025000001631 30/06 121 PSİKOLOJİ;6.354,19;;
391;HESAPLANAN KDV;   ;;;547,67
   391.010;% 10 HESAPLANAN KDV;FT OZE2025000001631 30/06 121 PSİKOLOJİ;248,80;;
   391.020;% 20 HESAPLANAN KDV;FT OZE2025000001631 30/06 121 PSİKOLOJİ;298,87;;
600;YURTİÇİ SATIŞLAR;   ;;;5.806,52
600.00;KDV SİZ SATIŞLARI;   ;1.824,52;;
   600.00.01;KDV SİZ KİTAP SATIŞLARI;FT OZE2025000001631 30/06 121 PSİKOLOJİ;1.824,52;;
600.010;% 10 KDV Lİ SATIŞLAR;   ;2.487,60;;
   600.010.02;KIRTASİYE SATIŞLARI %10 KDVLİ;FT OZE2025000001631 30/06 121 PSİKOLOJİ;2.487,60;;
600.020;%20 KDV Lİ SATIŞLAR;   ;1.494,40;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;FT OZE2025000001631 30/06 121 PSİKOLOJİ;1.494,40;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;6.354,19;6.354,19
;;;;;
07396-----07396-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
320;SATICILAR;   ;;950.847,00;
   320.486;MOR ELMA YAYINCILIK RESTAURANT REKLAM ORG.TUR.OYUNCAK İNŞ.TEKS.YAZ.HİZM.İTH.İHR.SAN.VE TİC.LTD.ŞTİ.;FT OZE2025000001632 30/06 İADE FATURASI;950.847,00;;
153;TİCARİ MALLAR;   ;;;950.847,00
153.90;İADE VE İPTALLERE AİT KDV;   ;950.847,00;;
   153.90.00;İADE EDİLEN MALLAR % 0 KDV Lİ;FT OZE2025000001632 30/06 İADE FATURASI;950.847,00;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;950.847,00;950.847,00
;;;;;
07397-----07397-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
320;SATICILAR;   ;;23.680,00;
   320.340;AÇILIM EĞİTİM VE ÖĞRETİM YAPI SANAYİ VE TİCARET ANONİM ŞİRKETİ;FT OZE2025000001633 30/06 İADE FATURASI;23.680,00;;
153;TİCARİ MALLAR;   ;;;23.680,00
153.90;İADE VE İPTALLERE AİT KDV;   ;23.680,00;;
   153.90.00;İADE EDİLEN MALLAR % 0 KDV Lİ;FT OZE2025000001633 30/06 İADE FATURASI;23.680,00;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;23.680,00;23.680,00
;;;;;
07398-----07398-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
320;SATICILAR;   ;;8.178,80;
   320.176;ETKİN SONUÇ YAYINCILIK MATBAACILIK DAĞITIM EĞİTİM SANAYİ VE TİCARET LİMİTED ŞİRKETİ;FT OZE2025000001634 30/06 İADE FATURASI;8.178,80;;
153;TİCARİ MALLAR;   ;;;8.178,80
153.90;İADE VE İPTALLERE AİT KDV;   ;8.178,80;;
   153.90.00;İADE EDİLEN MALLAR % 0 KDV Lİ;FT OZE2025000001634 30/06 İADE FATURASI;8.178,80;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;8.178,80;8.178,80
;;;;;
07399-----07399-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
108;DİĞER HAZIR DEĞERLER;   ;;337,50;
   108.01;KREDİ KARTI SATIŞLARI;FT OZE2025000001635 30/06 ALFO FOTOĞRAFÇILIK EMLAK GIDA İNŞ. TUR. SANAYİ VE TİC LTD.ŞTİ;337,50;;
391;HESAPLANAN KDV;   ;;;56,25
   391.020;% 20 HESAPLANAN KDV;FT OZE2025000001635 30/06 ALFO FOTOĞRAFÇILIK EMLAK GIDA İNŞ. TUR. SANAYİ VE TİC LTD.ŞTİ;56,25;;
600;YURTİÇİ SATIŞLAR;   ;;;281,25
600.020;%20 KDV Lİ SATIŞLAR;   ;281,25;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;FT OZE2025000001635 30/06 ALFO FOTOĞRAFÇILIK EMLAK GIDA İNŞ. TUR. SANAYİ VE TİC LTD.ŞTİ;281,25;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;337,50;337,50
;;;;;
07400-----07400-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
120;ALICILAR;   ;;427,50;
   120.284;ALAN MÜHENDİSLİK MİMARLIK İLETİŞİM HİZMETLERİ EMLAK KOMİSYONCULUĞU İNŞAAT TAHHÜT TEKSTİL TURİZM İTH;FT OZE2025000001636 30/06 ALAN MÜHENDİSLİK MİM.İLE HİZ.EML.İNŞ.TAAH.TUR.İTH.İHR.SAN VE TİC LTD.ŞTİ;427,50;;
391;HESAPLANAN KDV;   ;;;71,25
   391.020;% 20 HESAPLANAN KDV;FT OZE2025000001636 30/06 ALAN MÜHENDİSLİK MİM.İLE HİZ.EML.İNŞ.TAAH.TUR.İTH.İHR.SAN VE TİC LTD.ŞTİ;71,25;;
600;YURTİÇİ SATIŞLAR;   ;;;356,25
600.020;%20 KDV Lİ SATIŞLAR;   ;356,25;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;FT OZE2025000001636 30/06 ALAN MÜHENDİSLİK MİM.İLE HİZ.EML.İNŞ.TAAH.TUR.İTH.İHR.SAN VE TİC LTD.ŞTİ;356,25;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;427,50;427,50
;;;;;
07401-----07401-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
108;DİĞER HAZIR DEĞERLER;   ;;1.621,26;
   108.01;KREDİ KARTI SATIŞLARI;FT OZE2025000001637 30/06 MESUT DURAN;1.621,26;;
391;HESAPLANAN KDV;   ;;;205,63
   391.010;% 10 HESAPLANAN KDV;FT OZE2025000001637 30/06 MESUT DURAN;77,50;;
   391.020;% 20 HESAPLANAN KDV;FT OZE2025000001637 30/06 MESUT DURAN;128,13;;
600;YURTİÇİ SATIŞLAR;   ;;;1.415,63
600.010;% 10 KDV Lİ SATIŞLAR;   ;775,00;;
   600.010.02;KIRTASİYE SATIŞLARI %10 KDVLİ;FT OZE2025000001637 30/06 MESUT DURAN;775,00;;
600.020;%20 KDV Lİ SATIŞLAR;   ;640,63;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;FT OZE2025000001637 30/06 MESUT DURAN;640,63;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;1.621,26;1.621,26
;;;;;
07402-----07402-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
108;DİĞER HAZIR DEĞERLER;   ;;679,76;
   108.01;KREDİ KARTI SATIŞLARI;FT OZE2025000001638 30/06 MEHMET KAMBUROĞLU;679,76;;
391;HESAPLANAN KDV;   ;;;95,88
   391.010;% 10 HESAPLANAN KDV;FT OZE2025000001638 30/06 MEHMET KAMBUROĞLU;20,91;;
   391.020;% 20 HESAPLANAN KDV;FT OZE2025000001638 30/06 MEHMET KAMBUROĞLU;74,97;;
600;YURTİÇİ SATIŞLAR;   ;;;583,88
600.010;% 10 KDV Lİ SATIŞLAR;   ;209,09;;
   600.010.02;KIRTASİYE SATIŞLARI %10 KDVLİ;FT OZE2025000001638 30/06 MEHMET KAMBUROĞLU;209,09;;
600.020;%20 KDV Lİ SATIŞLAR;   ;374,79;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;FT OZE2025000001638 30/06 MEHMET KAMBUROĞLU;374,79;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;679,76;679,76
;;;;;
07403-----07403-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
108;DİĞER HAZIR DEĞERLER;   ;;390,62;
   108.01;KREDİ KARTI SATIŞLARI;FT OZE2025000001639 30/06 TURUNCU MEDYA;390,62;;
391;HESAPLANAN KDV;   ;;;65,10
   391.020;% 20 HESAPLANAN KDV;FT OZE2025000001639 30/06 TURUNCU MEDYA;65,10;;
600;YURTİÇİ SATIŞLAR;   ;;;325,52
600.020;%20 KDV Lİ SATIŞLAR;   ;325,52;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;FT OZE2025000001639 30/06 TURUNCU MEDYA;325,52;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;390,62;390,62
;;;;;
07404-----07404-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
320;SATICILAR;   ;;3.500,00;
   320.137;MAVİTİKLİ DERGİ YAYIN BASIN BASIM EĞİTİM DAĞITIM SANAYİ TİCARET LİMİTED ŞİRKETİ;FT OZE2025000001640 30/06 İADE FATURASI;3.500,00;;
153;TİCARİ MALLAR;   ;;;3.500,00
153.90;İADE VE İPTALLERE AİT KDV;   ;3.500,00;;
   153.90.00;İADE EDİLEN MALLAR % 0 KDV Lİ;FT OZE2025000001640 30/06 İADE FATURASI;3.500,00;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;3.500,00;3.500,00
;;;;;
07405-----07405-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
320;SATICILAR;   ;;3.008,29;
   320.354;KADIOĞLU KIRTASİYE TİCARET VE SANAYİLTD.ŞTİ.;FT OZE2025000001641 30/06 İADE FATURASI;3.008,29;;
153;TİCARİ MALLAR;   ;;;2.614,80
153.90;İADE VE İPTALLERE AİT KDV;   ;2.614,80;;
   153.90.10;İADE EDİLEN MALLAR  % 10 KDV;FT OZE2025000001641 30/06 İADE FATURASI;1.294,80;;
   153.90.20;İADE EDİLEN MALLAR  % 20 KDV;FT OZE2025000001641 30/06 İADE FATURASI;1.320,00;;
391;HESAPLANAN KDV;   ;;;393,49
391.90;İADE VE İPTALLERE AİT KDV;   ;393,49;;
   391.90.10;İADE VE İPTALLERE AİT KDV % 10;FT OZE2025000001641 30/06 İADE FATURASI;129,49;;
   391.90.20;İADE VE İPTALLERE AİT KDV % 20;FT OZE2025000001641 30/06 İADE FATURASI;264,00;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;3.008,29;3.008,29
;;;;;
07406-----07406-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
320;SATICILAR;   ;;56.525,88;
   320.354;KADIOĞLU KIRTASİYE TİCARET VE SANAYİLTD.ŞTİ.;FT OZE2025000001642 30/06 İADE FATURASI;56.525,88;;
153;TİCARİ MALLAR;   ;;;50.551,35
153.90;İADE VE İPTALLERE AİT KDV;   ;50.551,35;;
   153.90.10;İADE EDİLEN MALLAR  % 10 KDV;FT OZE2025000001642 30/06 İADE FATURASI;41.358,08;;
   153.90.20;İADE EDİLEN MALLAR  % 20 KDV;FT OZE2025000001642 30/06 İADE FATURASI;9.193,27;;
391;HESAPLANAN KDV;   ;;;5.974,53
391.90;İADE VE İPTALLERE AİT KDV;   ;5.974,53;;
   391.90.10;İADE VE İPTALLERE AİT KDV % 10;FT OZE2025000001642 30/06 İADE FATURASI;4.135,89;;
   391.90.20;İADE VE İPTALLERE AİT KDV % 20;FT OZE2025000001642 30/06 İADE FATURASI;1.838,64;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;56.525,88;56.525,88
;;;;;
07407-----07407-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
120;ALICILAR;   ;;79.005,00;
   120.355;HAMDULLAH EMİN PAŞAVE HAREMİ HATİCETAHİRE HAN.VAKFI;FT OZA2025000000427 30/06 HAMDULLAH EMİN PAŞA VE HAREMİ HATİCE TAHİRE HANIM VAKFI;79.005,00;;
391;HESAPLANAN KDV;   ;;;9.705,00
   391.010;% 10 HESAPLANAN KDV;FT OZA2025000000427 30/06 HAMDULLAH EMİN PAŞA VE HAREMİ HATİCE TAHİRE HANIM VAKFI;4.155,00;;
   391.020;% 20 HESAPLANAN KDV;FT OZA2025000000427 30/06 HAMDULLAH EMİN PAŞA VE HAREMİ HATİCE TAHİRE HANIM VAKFI;5.550,00;;
600;YURTİÇİ SATIŞLAR;   ;;;69.300,00
600.010;% 10 KDV Lİ SATIŞLAR;   ;41.550,00;;
   600.010.02;KIRTASİYE SATIŞLARI %10 KDVLİ;FT OZA2025000000427 30/06 HAMDULLAH EMİN PAŞA VE HAREMİ HATİCE TAHİRE HANIM VAKFI;41.550,00;;
600.020;%20 KDV Lİ SATIŞLAR;   ;27.750,00;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;FT OZA2025000000427 30/06 HAMDULLAH EMİN PAŞA VE HAREMİ HATİCE TAHİRE HANIM VAKFI;27.750,00;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;79.005,00;79.005,00
;;;;;
07408-----07408-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
108;DİĞER HAZIR DEĞERLER;   ;;7.999,80;
   108.01;KREDİ KARTI SATIŞLARI;FT OZA2025000000428 30/06 EĞİTİM BİR-SEN ANTALYA ŞUBESİ;7.999,80;;
391;HESAPLANAN KDV;   ;;;1.158,30
   391.010;% 10 HESAPLANAN KDV;FT OZA2025000000428 30/06 EĞİTİM BİR-SEN ANTALYA ŞUBESİ;210,00;;
   391.020;% 20 HESAPLANAN KDV;FT OZA2025000000428 30/06 EĞİTİM BİR-SEN ANTALYA ŞUBESİ;948,30;;
600;YURTİÇİ SATIŞLAR;   ;;;6.841,50
600.010;% 10 KDV Lİ SATIŞLAR;   ;2.100,00;;
   600.010.02;KIRTASİYE SATIŞLARI %10 KDVLİ;FT OZA2025000000428 30/06 EĞİTİM BİR-SEN ANTALYA ŞUBESİ;2.100,00;;
600.020;%20 KDV Lİ SATIŞLAR;   ;4.741,50;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;FT OZA2025000000428 30/06 EĞİTİM BİR-SEN ANTALYA ŞUBESİ;4.741,50;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;7.999,80;7.999,80
;;;;;
07409-----07409-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
108;DİĞER HAZIR DEĞERLER;   ;;5.525,00;
   108.01;KREDİ KARTI SATIŞLARI;FT OZA2025000000429 30/06 MAHMUTLAR İMAM HATİP ORTAOKULU OKUL AİLE BİRLİĞİ;5.525,00;;
600;YURTİÇİ SATIŞLAR;   ;;;5.525,00
600.00;KDV SİZ SATIŞLARI;   ;5.525,00;;
   600.00.01;KDV SİZ KİTAP SATIŞLARI;FT OZA2025000000429 30/06 MAHMUTLAR İMAM HATİP ORTAOKULU OKUL AİLE BİRLİĞİ;5.525,00;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;5.525,00;5.525,00
;;;;;
07410-----07410-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
108;DİĞER HAZIR DEĞERLER;   ;;517,50;
   108.01;KREDİ KARTI SATIŞLARI;FT OZA2025000000430 30/06 SAMET DEMİİRTAŞ;517,50;;
391;HESAPLANAN KDV;   ;;;55,57
   391.010;% 10 HESAPLANAN KDV;FT OZA2025000000430 30/06 SAMET DEMİİRTAŞ;36,82;;
   391.020;% 20 HESAPLANAN KDV;FT OZA2025000000430 30/06 SAMET DEMİİRTAŞ;18,75;;
600;YURTİÇİ SATIŞLAR;   ;;;461,93
600.010;% 10 KDV Lİ SATIŞLAR;   ;368,18;;
   600.010.02;KIRTASİYE SATIŞLARI %10 KDVLİ;FT OZA2025000000430 30/06 SAMET DEMİİRTAŞ;368,18;;
600.020;%20 KDV Lİ SATIŞLAR;   ;93,75;;
   600.020.01;KIRTASİYE SATIŞLARI %20 KDVLİ;FT OZA2025000000430 30/06 SAMET DEMİİRTAŞ;93,75;;
FİŞ AÇIKLAMA : ;SATIŞ;;;;
TOPLAM :;;;;517,50;517,50
;;;;;
07411-----07411-----MAHSUP-----30/06/2025;;;TL;;
HESAP KODU;HESAP ADI;AÇIKLAMA;DETAY;BORÇ;ALACAK
108;DİĞER HAZIR DEĞERLER;   ;;2.245,01;
   108.01;KREDİ KARTI SATIŞLARI;FT OZA2025000000431 30/06 MERVE YAYLALI EĞİTİM VE DANIŞMANLIK;2.245,01;;
391;HESAPLANAN KDV;   ;;;245,48
   391.010;% 10 HESAPLANAN KDV;FT OZA2025000000431 30/06 MERVE YAYLALI EĞİTİM VE DANIŞMANLIK;154,43;;
   391.020;% 20 HESAPLANAN KDV;FT OZA2025000000431 30/06 MERVE YAYLALI EĞİTİM VE DANIŞMANLIK;91,05;;
600;YURTİÇİ SATIŞLAR;   ;;;1.999,53
600.010;% 10 KDV Lİ SATIŞLAR;   ;1.544,32;;
   600.010.02;KIRTASİYE SATIŞLARI %10 KDVLİ;FT OZA2025000000431 30/06 MERVE YAYLALI EĞİTİM VE DANIŞMANLIK;1.544,32;;
600.020;%20 KDV Lİ SATIŞLAR;   ;455,21;;
